"행정구","행정동","청년인구","사업체수","종사자수","혼인","대학 수","교통밀접도","완전월세액","행정동코드","필요도지수","cluster"
"강남구","도곡1동",0.350793379969288,0.0948690218697428,0.0983745889579902,0.264797507788162,0,0.205882352941176,0.33987218370518,1123066,0.205900283175866,3
"강남구","일원본동",0.3158164135813,0.0290194664744052,0.0555207118280452,0.202492211838006,0,0.264705882352941,0.444842985521379,1123072,0.167516446501271,2
"강남구","일원2동",0.254791560029574,0.0328646959865417,0.0540611829803696,0.137071651090343,0,0.0686274509803922,0.62608669881482,1123074,0.0944155249951182,2
"강남구","수서동",0.221236421543536,0.0893415044460466,0.104171673417232,0.283489096573209,0,0.137254901960784,0.567494270199779,1123075,0.159553033535289,2
"강남구","압구정동",0.371779559802082,0.234438836818073,0.170829352356055,0.236760124610592,0,0.166666666666667,0.395830771776826,1123077,0.242533974992087,2
"강남구","청담동",0.466643917420235,0.252042778178323,0.221883554216514,0.271028037383178,0,0.186274509803922,0.239086847025119,1123078,0.298840566635331,3
"강남구","대치2동",0.465677074446909,0.233117039173276,0.376388457412824,0.202492211838006,0,0.264705882352941,0.172097123440784,1123079,0.333165217041702,1
"송파구","거여1동",0.202752658818177,0.0486061043018505,0.0197300164709882,0.196261682242991,0,0.0196078431372549,0.270089168299633,1124053,0.0792609386010365,3
"송파구","마천1동",0.260365125405221,0.0586998317712088,0.012473403164071,0.155763239875389,0,0.107843137254902,0.14927157402906,1124055,0.102281474660971,3
"송파구","방이1동",0.268896092816925,0.0781062244652728,0.0478948201379812,0.202492211838006,0,0.0490196078431373,0.317564863133355,1124057,0.111995304899185,3
"송파구","방이2동",0.633395893761019,0.186733958183129,0.114446990967334,0.576323987538941,0,0.107843137254902,0.191642514655646,1124058,0.35313381691491,1
"송파구","오륜동",0.219530228061195,0.0287791396298967,0.0318927568682848,0.0685358255451713,0.25,0.245098039215686,0.227380089010379,1124059,0.0996954699072567,3
"송파구","오금동",0.640277540806461,0.142994472482576,0.0961530570974719,0.451713395638629,0,0.333333333333333,0.215866026698966,1124060,0.370920208749311,1
"송파구","송파1동",0.568105556503441,0.149723624128815,0.0844592416311554,0.607476635514019,0,0.0882352941176471,0.332904446378202,1124061,0.317814837218232,1
"송파구","삼전동",0.683557982141842,0.120824321076664,0.0652684888307943,0.604361370716511,0,0.0882352941176471,0.287337700707752,1124064,0.329020635793493,1
"송파구","가락본동",0.5086731502019,0.208603701033405,0.147459306108333,0.520249221183801,0,0.235294117647059,0.235996265910648,1124065,0.354053026271951,1
"송파구","가락1동",0.503270204174487,0.178502763758712,0.0651102266665885,0.355140186915888,0,0.0686274509803922,1,1124066,0.247061656884553,2
"송파구","문정1동",0.389808337598817,0.0767844268204758,0.034647690837793,0.629283489096573,0,0.137254901960784,0.224431390655307,1124068,0.273788335661836,3
"송파구","문정2동",0.725700961155662,0.427421292958423,0.349155642046154,0.694704049844237,0,0.156862745098039,0.111893651465785,1124069,0.528743843383851,1
"송파구","잠실본동",0.639367570949212,0.181747176159577,0.110865576806973,0.601246105919003,0,0.0784313725490196,0.290698737901343,1124071,0.341945594529716,1
"송파구","잠실6동",0.246886196894728,0.156933429464071,0.287198935540407,0.14018691588785,0,0.137254901960784,0.0397988315384963,1124077,0.191891641790687,3
"송파구","잠실2동",0.418643007450378,0.045662100456621,0.025204715040181,0.242990654205607,0,0.0588235294117647,0.805943896962581,1124079,0.152752809152219,2
